1635,,
1702,,
1850,,
1533,,905.9588204
888.5,,
1238,,
629.2,,
460.6,,
1208,,
684.1,,
606.8,,
182.4,,
692.7,,
1033,,
501.1,,
650.5,,
672.4,,
494.5,,
1217,,
1105,,
682.9,,
536,,
470.1,,
1146,,
1059,,
1155,,
40.55,,
107.9,,
1033,,
813,,
1249,,
223.5,,
1406,,
1675,,
1555,,
1350,,
614.9,,
505.8,,
1331,,
1301,,
1316,,
174,,
648.7,,
711.6,,
678.6,,
928.9,,
1660,,
687.6,,
1272,,
1324,,
1372,,
778.4,,
476.5,,
840.4,,
1016,,
1050,,
176.6,,
228.3,,
989.8,,
798.2,,
812.1,,
1108,,
1056,,
1636,,
1574,,
1240,,
681.6,,
428.8,,
1010,,
823.7,,
993.6,,
415,,
34.99,,
457.9,,
875.6,,
741.5,,
961,,
1126,,
1257,,
1759,,
1406,,
1250,,
821.3,,
318.1,,
1063,,
974.8,,
763.3,,
777.5,,
320.1,,
796.5,,
776.8,,
954.7,,
889.4,,
763.9,,
1688,,
1390,,
1338,,
830.4,,
619.5,,
752.3,,
711,,
760.5,,
547.5,,
75.37,,
130.5,,
338.5,,
723.7,,
321.6,,
1076,,
574.3,,
350.1,,
905.8,,
1604,,
1542,,
1098,,
385.7,,
345.4,,
1092,,
686,,
1014,,
614.6,,
26.28,,
360.6,,
357.8,,
861.4,,
841.4,,
1659,,
1686,,
1293,,
1226,,
476.5,,
326.8,,
693.9,,
967.7,,
972.7,,
828.6,,
911.6,,
971.9,,
749,,
1046,,
1280,,
1925,,
1758,,
1669,,
1392,,
633.8,,
299.7,,
871,,
968.1,,
1041,,
355.8,,
378.8,,
696.2,,
562.1,,
1150,,
741.3,,
1537,,
1541,,
975.9,,
305,,
376.7,,
816.6,,
1002,,
634.5,,
740.9,,
768.2,,
215.3,,
934.6,,
727.5,,
314.8,,
1059,,
1355,,
1052,,
1396,,
1011,,
408.7,,
412.7,,
843,,
749.6,,
921.3,,
335.5,,
362.6,,
1019,,
515.6,,
991.5,,
1317,,
1758,,
1545,,
1313,,
398.6,,
676.1,,
334.5,,
480.6,,
787.2,,
967.9,,
762.5,,
529.1,,
353.3,,
1013,,
555.1,,
1150,,
1414,,
1149,,
1351,,
1499,,
1152,,
471.7,,
171.2,,
706.2,,
964.8,,
310.6,,
945.5,,
586.8,,
814.8,,
642.3,,
1160,,
1824,,
1882,,
1453,,
1385,,
1115,,
294.3,,
184.6,,
439.9,,
410.8,,
597.1,,
188.5,,
459.5,,
775.8,,
700.5,,
1296,,
1544,,
1015,,
1365,,
1493,,
917.5,,
246.6,,
523,,
607.9,,
1084,,
1331,,
772.5,,
30.53,,
397.4,,
892.1,,
848.2,,
1291,,
1399,,
1556,,
996.8,,
1345,,
833.1,,
253.4,,
481.1,,
1140,,
1018,,
829,,
199.3,,
383.4,,
1099,,
635.4,,
1097,,
542.9,,
1372,,
1888,,
1583,,
1260,,
426.6,,
430.1,,
936.7,,
1017,,
1072,,
194,,
187,,
919.5,,
643.3,,
1347,,
1804,,
1028,,
1313,,
1428,,
831.6,,
542.3,,
664.9,,
650.3,,
940.8,,
517.7,,
152.4,,
917.1,,
580.3,,
1240,,
1556,,
1715,,
1850,,
1591,,
1599,,
771.1,,
363,,
856.5,,
983.4,,
747,,
1080,,
458.6,,
216,,
999.2,,
593.8,,
465.6,,
1755,,
1586,,
1237,,
1324,,
1208,,
262.9,,
707.3,,
1174,,
969.5,,
1040,,
49.48,,
21.68,,
609.5,,
660.6,,
711.6,,
1247,,
1350,,
1757,,
1491,,
1227,,
193.2,,
426.2,,
962.7,,
1000,,
1095,,
627,,
74.18,,
644.3,,
684,,
933.8,,
1319,,
1737,,
1814,,
1432,,
1237,,
1004,,
506.3,,
314.4,,
1016,,
441.9,,
944.2,,
933.4,,
708.7,,
290.8,,
1008,,
585.9,,
1225,,
1660,,
1866,,
1774,,
1395,,
1262,,
620.6,,
258.4,,
950.5,,
1303,,
1312,,
1367,,
725.6,,
137.9,,
1007,,
738.6,,
1047,,
966.7,,
1504,,
1843,,
1457,,
1506,,
855.9,,
434.7,,
1058,,
1219,,
1031,,
1286,,
1106,,
182.1,,
629.8,,
458.7,,
1120,,
1776,,
1693,,
1838,,
1493,,
1222,,
911.7,,
380,,
639.7,,
1286,,
1273,,
1130,,
445.4,,
39.71,,
1008,,
506.6,,
1150,,
1490,,
1664,,
1839,,
1268,,
1156,,
448.5,,
341.5,,
914.6,,
953.9,,
731.6,,
723.1,,
625.4,,
551.1,,
1006,,
703,,
927.6,,
1739,,
1838,,
1539,,
1316,,
1552,,
794.7,,
321.2,,
843.4,,
1128,,
1119,,
1365,,
944,,
59.56,,
374.5,,
365.9,,
1010,,
1397,,
1618,,
1245,,
1130,,
1455,,
1159,,
166.9,,
277.5,,
1002,,
1106,,
1169,,
741,,
121.3,,
133.6,,
878.7,,
881.5,,
1456,,
1804,,
1766,,
1524,,
1493,,
1004,,
662.3,,
720,,
847.1,,
221.7,,
257.2,,
757.5,,
1011,,
970.3,,
646.4,,
1312,,
1135,,
1778,,
1816,,
368.2,,
615.2,,
494.8,,
320,,
1007,,
1197,,
1326,,
462.7,,
51.04,,
33.67,,
467.2,,
639.1,,
1071,,
663.3,,
274.3,,
1231,,
1495,,
1739,,
565.8,,
112.8,,
348.3,,
1023,,
855.2,,
688.4,,
126.8,,
46.06,,
110.1,,
950.6,,
803.5,,
1437,,
1231,,
989,,
747.7,,
1508,,
1098,,
422.8,,
406,,
1133,,
1285,,
1203,,
321.5,,
13.64,,
290.6,,
928.1,,
633.4,,
1348,,
1042,,
1773,,
1683,,
1400,,
1528,,
709.5,,
351.6,,
951.3,,
1010,,
936.9,,
809.7,,
56.56,,
15.44,,
629.9,,
563.1,,
831.7,,
795.4,,
952.7,,
1735,,
1807,,
1305,,
1166,,
517.7,,
297.9,,
1125,,
1017,,
772.3,,
525.4,,
20.38,,
275,,
941,,
616.1,,
1244,,
1402,,
1709,,
1545,,
1610,,
1503,,
482,,
347.6,,
1063,,
617.9,,
1090,,
791.4,,
235.7,,
101.3,,
419.1,,
1054,,
686.9,,
1358,,
1621,,
1740,,
1300,,
1593,,
1014,,
406.6,,
116.9,,
997.8,,
1037,,
1188,,
1085,,
33.63,,
92.06,,
268.2,,
199,,
379.9,,
1103,,
1164,,
778.3,,
1401,,
1406,,
536.9,,
279.4,,
441.3,,
1008,,
1288,,
1197,,
21.2,,
185.2,,
621.7,,
575.6,,
947.4,,
802.6,,
1012,,
973.4,,
1438,,
1170,,
396.1,,
480.7,,
1064,,
1065,,
915.4,,
196,,
69.04,,
633.7,,
524.4,,
965.1,,
1638,,
1375,,
1674,,
859.5,,
1280,,
792.4,,
343.6,,
892.6,,
719.5,,
867.6,,
1067,,
601.5,,
23.22,,
390.3,,
618.5,,
807.1,,
1074,,
1187,,
1023,,
1107,,
1117,,
430.5,,
693,,
946,,
646.6,,
1153,,
335.7,,
12.01,,
358.6,,
866.9,,
736.3,,
1418,,
1885,,
1591,,
1609,,
1659,,
1114,,
354.4,,
615.5,,
1121,,
1104,,
1072,,
291.2,,
27.2,,
83.67,,
918.2,,
560.6,,
1094,,
1468,,
1366,,
726,,
917.5,,
952.7,,
1381,,
741.5,,
145.8,,
287,,
1132,,
707.1,,
283.8,,
777,,
402.3,,
220.5,,
776.9,,
649.5,,
1008,,
889.2,,
711.4,,
706.5,,
1880,,
1064,,
507.6,,
443.2,,
400.1,,
712.2,,
668.1,,
602.9,,
651.9,,
150,,
916.6,,
839.3,,
1005,,
1429,,
1743,,
1728,,
456,,
155.3,,
1156,,
585.9,,
249.5,,
887.5,,
879.6,,
1358,,
1147,,
128.1,,
25.71,,
702.2,,
643.4,,
1146,,
1326,,
1930,,
1713,,
1310,,
1628,,
1590,,
639.8,,
368.8,,
1120,,
1103,,
1284,,
328.6,,
180.3,,
979.1,,
634.5,,
1356,,
1509,,
1750,,
1572,,
940.2,,
531.1,,
440.5,,
876.5,,
539.6,,
985.9,,
1346,,
410.6,,
319.8,,
1019,,
521.7,,
882.3,,
1762,,
1818,,
1673,,
1546,,
1517,,
758.9,,
520.4,,
530.3,,
981,,
1040,,
1353,,
968.6,,
131.6,,
114,,
759.7,,
823.8,,
881.2,,
1180,,
1392,,
1210,,
1822,,
1266,,
1200,,
1061,,
288,,
181.1,,
742,,
1081,,
1405,,
524.1,,
78.68,,
381.3,,
759.3,,
1009,,
638.5,,
1099,,
1225,,
1731,,
1800,,
1582,,
1588,,
910.9,,
416.5,,
525.3,,
896.1,,
511.7,,
780.8,,
401,,
43.86,,
336.7,,
486.2,,
342.8,,
979.3,,
1434,,
1824,,
1682,,
1022,,
1044,,
1364,,
371.9,,
327.5,,
815.4,,
1126,,
1035,,
957.2,,
633,,
146.3,,
501.6,,
750.2,,
592.3,,
1393,,
1730,,
1856,,
1920,,
1453,,
1478,,
945.6,,
465.7,,
681.8,,
993.9,,
813.4,,
959.9,,
382,,
29.34,,
624.7,,
919.2,,
802.8,,
755.3,,
1661,,
1665,,
1500,,
1609,,
1405,,
509.8,,
220.8,,
871.6,,
1288,,
1275,,
1072,,
259,,
223.9,,
1042,,
532.8,,
666,,
1391,,
1820,,
1764,,
1591,,
1315,,
953.3,,
180.3,,
1124,,
1064,,
931.9,,
1228,,
987.9,,
36.9,,
88.12,,
690,,
617.5,,
1270,,
1314,,
1821,,
1897,,
1773,,
1808,,
1423,,
1006,,
628.6,,
570,,
825,,
984.4,,
1179,,
1336,,
125,,
23.66,,
539.8,,
705.9,,
796.6,,
1290,,
1461,,
1679,,
1846,,
1370,,
909.4,,
221.2,,
145.8,,
985.7,,
764.7,,
1201,,
1143,,
347.4,,
23.32,,
740.5,,
521.5,,
1022,,
917.4,,
1597,,
1730,,
1586,,
1446,,
1022,,
458,,
416,,
926.8,,
804,,
902.3,,
49.81,,
72.45,,
818.9,,
719.9,,
774.3,,
1260,,
1387,,
1247,,
1196,,
1243,,
1353,,
1265,,
522.6,,
186.5,,
767.8,,
928.4,,
990.2,,
769.2,,
883.8,,
262,,
490.8,,
782,,
888.9,,
1243,,
1444,,
1521,,
1734,,
1122,,
838.8,,
705.7,,
390,,
792.4,,
500.3,,
985.2,,
798.1,,
81.19,,
1861,,
165.1,,
642.2,,
862.8,,
1178,,
1378,,
1646,,
1852,,
1091,,
845,,
1162,,
477.1,,
597.6,,
1205,,
1053,,
1281,,
1283,,
296.4,,
57.94,,
903.3,,
653.1,,
975.4,,
1617,,
1938,,
1833,,
1183,,
1302,,
1035,,
570.9,,
188.7,,
1012,,
824.7,,
1088,,
772.4,,
817.3,,
14.34,,
36.72,,
199.4,,
468.4,,
263.1,,
614.6,,
608.9,,
541.3,,
1781,,
1796,,
1585,,
1827,,
1241,,
340.1,,
320.5,,
1109,,
1207,,
972.8,,
105.7,,
32.18,,
76.13,,
931,,
604.1,,
777.7,,
975.2,,
1365,,
1689,,
1035,,
1436,,
1493,,
161.8,,
392.5,,
974.9,,
950,,
1138,,
550.3,,
9.048,,
13.82,,
580,,
509.7,,
626.9,,
242.5,,
1061,,
1385,,
1349,,
1310,,
768.6,,
591.9,,
473.2,,
876.4,,
777.8,,
867,,
196.2,,
45.12,,
176.4,,
891.7,,
542.4,,
984.8,,
1072,,
1402,,
1387,,
1060,,
1260,,
541.5,,
231.2,,
675,,
1017,,
1159,,
867.8,,
5.383,,
40.84,,
551.2,,
261.6,,
1003,,
1057,,
1135,,
1662,,
1564,,
1748,,
1426,,
836,,
121.5,,
796.2,,
697.1,,
973.8,,
854.5,,
25.63,,
133,,
958.3,,
643.6,,
1110,,
1479,,
1681,,
831,,
1135,,
1120,,
1232,,
1297,,
528.8,,
340.5,,
215.2,,
820.3,,
1005,,
1059,,
37.12,,
338.8,,
881.8,,
543.6,,
964.7,,
1583,,
1354,,
1637,,
1419,,
1089,,
541.6,,
419.9,,
565.2,,
738.1,,
1115,,
783.7,,
1130,,
837.1,,
809.4,,
1168,,
928,,
682.3,,
1430,,
1409,,
1426,,
1870,,
1576,,
1563,,
1362,,
387.3,,
353.5,,
927.9,,
995,,
943.9,,
869,,
680.4,,
270.1,,
216.7,,
375.4,,
604.5,,
972.8,,
878.7,,
1075,,
1327,,
1531,,
1576,,
1385,,
648.6,,
339.2,,
511.4,,
564.9,,
600.8,,
804.1,,
146.8,,
369.3,,
793.4,,
575.6,,
1033,,
1240,,
1791,,
1725,,
1040,,
1432,,
1444,,
492.7,,
198.7,,
494.5,,
945.5,,
1137,,
1211,,
843.5,,
309.8,,
603.7,,
963.1,,
592.3,,
1052,,
1507,,
1954,,
1836,,
1289,,
1378,,
1396,,
930.8,,
389.7,,
362.1,,
